movieId,UMAP1,UMAP2,UMAP3,cluster
100906,6.0244145,4.157306,3.2320986,2
356,4.412239,2.9117098,3.2091222,1
100527,5.8760734,4.9881873,2.69252,2
369,2.4277368,6.5997834,4.085812,0
8870,4.3831143,3.6998868,1.8118076,1
6070,4.1232066,4.8570495,1.9759938,0
4211,7.78232,5.9513326,4.097439,2
53138,6.556527,4.6887226,3.7106194,2
74226,3.335121,4.0617704,1.9342995,1
5596,6.355665,6.171072,2.2947483,2
25898,7.5100493,5.3967524,4.7791643,2
8495,4.158478,7.1367764,3.4565315,0
2618,3.9053152,6.090815,4.6954556,0
379,4.847217,4.8581657,2.845301,0
3702,4.6602345,3.6534252,3.302242,1
152065,4.243724,4.1718693,2.355158,1
3998,7.8784814,5.988809,3.9532752,2
8879,1.8914108,3.5798054,3.774193,1
75446,7.0118637,4.832299,3.917811,2
4744,6.8156457,5.231002,5.0024185,2
149508,6.8456545,5.39568,3.8693006,2
4873,4.3377867,5.552269,2.4820561,0
3754,3.5526571,7.051193,4.717306,0
135534,4.938552,3.9290097,4.3774185,1
349,3.4059427,3.2354867,3.8846557,1
5490,4.2885222,2.8691385,2.9905655,1
391,4.059245,5.6362023,1.5551506,0
1086,3.3807938,1.7689857,4.253625,1
156025,5.506269,3.9393258,2.5900092,2
6620,4.1882734,2.2739081,3.3482082,1
45728,7.4313755,4.4749374,2.7399807,2
5072,5.5318823,4.3515406,2.2578135,2
102066,2.7911956,5.090996,4.244642,0
102058,3.0795035,6.008444,2.498407,0
2732,6.901004,5.689216,3.0254822,2
79,4.5915823,2.8148067,3.643863,1
8487,4.3654,2.3297195,3.7865887,1
56286,7.723086,5.1703153,3.0795417,2
34129,4.7273803,5.8536334,5.0225954,0
89945,6.502546,4.956419,1.414027,2
2241,3.2054894,4.4345317,1.8294438,1
43376,2.4914675,7.4443297,4.20138,0
7982,6.1004243,4.5863557,1.4264659,2
1968,4.9032817,2.8768759,2.4804876,1
118326,3.3648832,4.481387,2.7761083,1
190213,3.5066168,6.72145,1.926457,0
2280,5.4537296,4.6956306,4.3666286,2
3869,5.902226,4.7153335,5.2345953,2
2112,3.7306683,6.778436,1.9079125,0
4322,4.2519865,4.6551785,1.3858685,0
6483,4.266917,5.878161,3.5005538,0
2176,7.255392,5.8900547,3.9617803,2
69495,2.2644312,6.1273355,4.0126796,0
2500,4.0363135,6.0774317,2.0005715,0
117466,6.2279453,3.4256637,4.7957225,2
90343,3.8564198,5.2992196,4.2236557,0
1117,2.9698067,6.9007335,4.3931794,0
27660,2.1427526,5.680341,4.024106,0
32584,8.081116,5.2482605,4.2816205,2
50954,3.9499834,2.9039452,2.599048,1
3846,7.980819,5.5076566,3.4152708,2
218,7.267748,4.233801,3.0160916,2
5283,3.4911819,6.614626,3.3722842,0
2431,8.0061035,6.0101533,3.9937086,2
90888,4.549572,4.1830645,1.6677815,1
139859,7.2258906,5.557745,3.085269,2
72226,5.894412,3.60563,4.8892756,2
1643,4.3056836,6.671852,4.6965327,0
27441,3.689619,6.0396338,4.5406246,0
5502,7.6251144,4.4052525,4.05489,2
511,6.5016212,4.855955,4.8912764,2
1111,2.038912,5.3849854,4.3198557,0
95873,2.5196862,6.4666467,4.0055256,0
8125,5.4165645,4.350183,4.973244,2
3253,3.9399924,6.3898044,2.8617704,0
4166,6.5983744,4.712534,1.4046508,2
108945,7.0015287,3.8772063,3.1845675,2
51357,5.9334936,4.026859,3.1488183,2
131749,5.9227653,3.905583,1.9670111,2
1727,3.748128,7.2228613,3.6296806,0
7156,5.49858,4.9279,4.0690513,2
4690,2.3848581,1.9670588,4.3392496,1
103984,1.9365311,4.686142,3.9850605,0
62834,2.8063922,3.5309098,3.913445,1
58291,6.1141133,3.4780126,4.848725,2
1018,6.140935,4.1549344,4.346558,2
183197,8.127807,6.1073523,3.5405486,2
2867,5.30188,2.888612,3.5706291,1
7943,5.1876655,4.280876,3.6684854,2
155358,3.5007267,2.700665,3.7918253,1
8534,6.088035,4.564507,4.9428077,2
56775,6.4560122,4.686458,3.146049,2
103539,6.217321,5.39171,2.3411202,2
4291,4.121531,3.0910854,2.4743707,1
51412,7.053843,6.167537,2.7782564,2
4313,6.5283113,5.880732,3.5427914,2
107159,4.9092746,4.369005,2.463855,1
1718,4.507588,5.8265963,2.352628,0
6807,5.270513,2.9640157,2.2096844,1
32598,4.2806463,5.480502,5.085525,0
59731,5.4316587,4.2587323,4.820677,2
64167,4.026527,6.6162324,4.8374634,0
5883,4.7496734,3.550667,2.0039084,1
5929,4.2750883,4.614826,4.799002,1
91935,2.1680286,5.138521,4.2520666,0
5590,3.2655985,3.8709497,2.1366327,1
2497,3.6449566,6.3172407,1.7988083,0
105355,7.0580325,6.43603,4.0999484,2
142056,3.9258392,6.5121765,1.9959173,0
7293,5.4163847,3.1122394,2.6338756,1
4917,8.0484705,5.86885,4.0532107,2
66240,4.3184767,4.5270114,5.2450714,1
175199,4.604318,3.0287464,3.0595508,1
80906,6.3347178,3.962172,4.8909545,2
133780,3.1953962,6.212406,1.6959041,0
1348,6.221441,4.4676256,4.0893984,2
809,5.657186,4.308274,4.3393106,2
113374,7.553331,5.5361404,4.6190853,2
5947,3.5177326,5.2836013,1.8336326,0
7888,2.9961839,2.796628,3.9739544,1
1407,3.8366508,2.9448287,4.9495783,1
1132,1.7477468,3.8763103,3.7778108,1
1201,2.777151,4.201563,3.2848847,1
224,3.4350936,5.2246017,1.9936535,0
126,3.4509153,4.2394905,3.6714416,1
6578,4.1933374,2.9742503,1.7355734,1
2574,2.412711,4.961224,2.6956697,0
7713,4.2324853,6.2242165,3.5922344,0
6330,4.1855407,5.1124496,1.6765654,0
106927,6.080576,4.1086164,3.0518057,2
2718,4.364038,6.543786,2.9770405,0
64969,6.2064033,5.444094,4.318599,2
53000,4.8749533,3.008834,4.1996903,1
6961,2.7317514,3.3624916,4.533751,1
3713,6.8077784,4.4052954,4.5773687,2
94150,7.6248784,4.5848327,4.117988,2
3077,5.327654,3.0868342,2.6264875,1
1004,7.736769,5.500659,4.4541326,2
3502,3.5871263,3.222562,2.5225356,1
96518,6.7221336,5.21959,4.7098713,2
1422,6.34725,6.032906,3.986642,2
68954,4.6721215,3.1034153,4.493165,1
57499,5.0284834,6.453007,4.494432,0
8718,3.5372562,6.924142,2.0911167,0
4219,3.8416595,3.713742,1.9467758,1
64983,6.987506,3.8120923,2.6126666,2
5324,7.579162,4.5816655,3.2026858,2
1179,3.6967835,1.8952086,4.306693,1
3552,2.9106126,3.1737769,4.6963334,1
7789,3.02901,4.4670362,2.3429878,1
32582,4.239557,6.4700146,2.8941143,0
83369,4.375829,3.0945315,3.0580707,1
50160,6.1004987,3.7234645,2.7638307,2
72982,7.1975613,5.164754,2.8989618,2
8964,6.6248045,6.024196,4.7088637,2
56169,7.041621,3.966851,3.9555533,2
166635,3.0940685,4.552599,2.7355514,0
2927,5.281753,4.859071,1.8954589,2
31410,7.8797984,4.5715423,4.7612734,2
1677,5.8130455,6.9762635,3.3624597,2
7895,2.2271507,2.7488644,3.739697,1
1276,5.675051,6.0661235,3.8963923,2
32022,7.91593,4.9338174,3.8377113,2
1242,7.0805674,5.6789217,2.9152362,2
7045,2.335206,4.8779473,3.3147125,0
3167,2.9006522,2.823718,4.7928243,1
169180,6.3260627,3.7588606,4.788252,2
6448,4.9759665,4.3002663,2.9737203,1
4350,3.9847386,6.834664,4.7760677,0
5455,7.047835,5.3151135,2.7796917,2
150596,2.573828,6.937843,3.9442928,0
47465,3.5398536,5.1161036,1.4692044,0
26901,4.731072,4.3614335,2.2329588,1
3730,3.3589008,2.447328,2.8482578,1
1245,6.564794,5.7352877,3.1552129,2
121715,3.2988274,5.4900155,3.08142,0
2469,4.276316,2.3462355,3.537986,1
111795,6.704228,4.713684,2.0337348,2
5888,5.4103193,6.077522,4.755946,2
106062,7.4859595,4.6125917,2.8295426,2
4399,4.3984165,6.058312,2.0127473,0
3606,4.6381426,6.501733,4.791876,0
65642,5.6972427,4.3811083,4.8040614,2
51545,4.5049515,4.179067,5.1435328,1
1777,5.9591565,3.1413705,2.8197494,1
55577,4.0536976,3.412942,1.8412427,1
26429,6.030048,4.4686646,2.4101117,2
51471,4.7105947,5.6767416,1.9599121,0
4741,4.1414495,3.5553744,4.2621436,1
4789,2.9017558,2.9311774,4.772804,1
7073,5.7957025,3.5523906,2.0568829,2
3300,6.205242,4.415444,4.010371,2
8425,4.7963214,3.1058786,1.8468302,1
47200,4.8357677,4.7107496,5.1021733,2
65225,3.2268581,5.7258363,1.6062938,0
72011,6.3425994,4.2672324,1.7416205,2
91890,4.6942005,6.4829617,3.8177364,0
176419,5.4069138,6.356563,2.8092234,2
2492,3.7131214,4.843329,2.225068,0
106144,5.550115,3.3770118,4.9854445,1
154975,3.409987,6.461813,1.8083578,0
3894,6.8219514,6.4406114,4.1826982,2
697,3.6314662,3.3698485,4.2657833,1
1971,5.888024,3.9415767,2.6398864,2
27373,4.535116,5.635686,5.0473914,0
87785,5.699224,6.188936,3.5879002,2
37720,7.9942,5.5311294,4.3767176,2
100302,5.0623684,3.086496,3.374355,1
44761,4.7878175,6.2096605,2.9785361,0
4356,4.322701,6.6451716,2.7218044,0
170411,3.3932722,6.2783446,4.6006417,0
5611,7.283167,4.279241,3.8353748,2
6427,2.898363,3.9040556,3.4141073,1
73501,3.2945912,3.9974062,3.2590325,1
4840,3.8904967,2.726615,3.2484465,1
8954,5.7056837,3.1618657,3.8836837,1
3784,2.5535803,7.340177,4.2291408,0
95654,3.6203082,7.0720496,3.0905612,0
1812,4.655803,4.4377174,2.9630766,1
4409,2.4786944,3.270628,3.742573,1
39516,1.7386019,3.8266215,3.8345137,1
838,5.806761,5.685146,4.759109,2
3889,4.7175384,3.1986115,4.245085,1
2996,4.067042,6.860455,2.4495225,0
67361,4.035498,6.0882826,3.4229698,0
4812,3.5736122,4.1542816,4.4753356,1
3667,7.2533298,5.0170784,4.7670465,2
6616,6.4128656,3.4559965,2.3286078,2
2138,6.57424,4.7952647,5.252141,2
80241,3.7626078,5.414083,1.6663872,0
3453,3.6494484,2.9245274,3.6906025,1
8266,2.6580184,7.4039454,4.3086815,0
4308,4.0683694,4.8841705,5.072558,0
27839,2.807767,4.7370267,2.9033244,0
74532,4.166885,5.0485425,4.4551992,0
8008,3.3228033,3.6925676,2.8515685,1
1673,6.9236364,3.6218584,3.7488208,2
55207,5.820468,3.6502328,4.938987,2
1292,2.6621096,2.1338024,4.4754896,1
4788,6.295808,4.095625,5.186303,2
135,4.600072,6.3147573,4.6538577,0
1218,6.5955114,5.486647,4.0574026,2
3357,6.162759,4.033392,4.1814394,2
148626,4.181945,5.985211,4.0064497,0
195,4.9975605,4.1535172,4.4455276,1
170401,4.5124855,3.6984992,1.3637241,1
6856,3.47502,4.884921,1.8064431,0
1250,3.6897244,2.1545548,3.7600574,1
6832,7.1022115,5.7960477,3.2736654,2
25797,3.1070497,6.359324,2.5534024,0
5266,6.3079634,7.1932125,3.5575738,2
3353,2.5916507,6.709644,3.0450044,0
3812,4.453742,2.8320925,1.9922967,1
43871,3.5110266,3.5415092,2.7073011,1
26590,4.4836884,4.0589,2.7458675,1
77841,5.748262,4.0499954,3.1011827,2
6565,4.6755505,5.566105,2.0099535,0
6584,6.0223274,7.128513,2.8852928,2
51709,4.070191,5.9520082,3.539785,0
3350,2.7238257,1.7839117,4.5232744,1
1453,4.650045,4.314434,4.1724405,1
102720,4.0876427,6.353595,2.86052,0
340,2.6762626,3.6840374,3.145449,1
2255,4.571835,2.0572567,3.5562875,1
4534,5.8667345,3.3458152,4.680592,2
3673,3.115412,7.1420302,4.278335,0
79592,7.9614577,5.202185,3.8141475,2
128488,4.6356864,6.3229384,3.8698258,0
95105,6.430382,4.6287932,1.2310915,2
6320,6.386287,4.242692,5.1453013,2
49530,6.212788,3.594965,4.716724,2
59727,6.7110677,4.976408,2.5348918,2
6760,3.5924532,5.949261,1.62098,0
92643,6.0152245,4.7701526,2.9331253,2
145935,3.251361,6.710308,2.214979,0
2797,3.8903177,2.8866103,4.872111,1
26344,2.345218,1.8923957,4.300403,1
50798,5.3346744,6.423859,2.086187,0
134881,3.1088798,2.531078,4.2918525,1
2443,7.6113825,5.9730477,3.2854905,2
82041,4.4040565,6.036001,4.5301456,0
97836,6.327052,5.8309584,2.0427232,2
90524,6.973297,3.6351233,3.0696142,2
762,7.144918,5.902502,2.6447668,2
27808,6.942419,4.0740104,3.3746057,2
1419,3.621944,2.0340168,4.1697154,1
56757,3.6760867,4.2288485,1.4390233,1
36525,5.669052,4.3158917,4.6990685,2
127096,2.5881617,7.2868733,4.0421414,0
6631,5.4357743,5.773854,2.8603923,2
189,2.6533065,6.556531,3.822264,0
237,2.9011254,6.0245385,4.1659975,0
56949,4.6069326,3.3152235,1.5771337,1
26764,2.339487,2.201705,3.9991982,1
7414,4.085473,2.4038699,2.8986032,1
3937,4.5140824,2.134201,3.698909,1
86293,5.3481836,5.161392,2.151577,2
3248,5.2933183,5.3043814,4.161602,2
1635,6.0363827,3.1278305,3.2094235,2
112006,6.2676177,5.5712366,4.187341,2
91981,3.9250069,3.302316,4.529872,1
164917,4.650261,2.933216,3.81694,1
44191,7.6171665,5.6332426,4.2570696,2
85438,5.216485,3.4450123,5.022448,1
40815,5.3020062,6.091374,4.067195,2
6201,2.924697,4.767118,3.9214933,0
4453,2.121212,4.2578793,3.9530427,1
5710,4.7976685,5.17039,4.975638,2
88954,3.5030434,4.3087277,1.7523905,1
6268,8.110619,5.175469,4.014121,2
6333,4.353023,5.9328284,3.8531344,0
27002,6.922964,6.671465,3.939829,2
5449,4.059966,5.074161,2.9461138,0
131796,6.3010087,4.7547817,4.594716,2
7078,6.7585807,5.1796412,1.8241872,2
7319,5.1485276,4.0900383,3.729792,1
1128,5.5470886,4.7455235,4.285531,2
68194,5.5276785,3.9216948,2.0624151,2
101360,2.8664205,6.627026,2.2592494,0
3428,2.9554253,5.919372,2.0709841,0
5319,6.284594,6.439931,3.8138218,2
3534,3.3056688,6.7810993,2.9211507,0
8753,5.659253,4.104076,4.654266,2
6639,4.071614,2.4868534,3.3655956,1
3105,3.3095388,6.0357246,1.5817888,0
93287,4.2341924,4.5172834,4.8856587,1
3720,7.814306,5.9603086,4.06137,2
74458,5.046068,6.3890057,2.3793035,0
107069,4.575272,2.9231868,2.2485695,1
112138,5.002663,3.073641,3.0292432,1
780,7.0389795,5.267175,3.3524466,2
103865,3.507038,4.546382,2.7675002,1
3444,5.152258,2.6612222,3.4934635,1
60,5.5859904,5.284799,1.9448787,2
4523,5.9103518,3.2727919,4.5646634,2
164707,4.1932898,3.906677,2.5333316,1
2292,1.8343047,3.8890674,4.1868157,1
131480,3.3136115,5.0670314,4.502659,0
8939,5.367556,5.190801,3.4547627,2
2018,5.9650064,3.297363,2.5460594,2
185585,4.584896,4.1964374,2.454097,1
8838,4.3778167,4.981049,4.863428,0
1051,3.8989837,3.569569,4.2717595,1
7481,5.823203,5.4424925,2.7109344,2
55020,5.8169584,4.158761,4.7823396,2
1291,4.313824,1.99663,3.844476,1
91542,3.195987,3.0995626,3.925619,1
69453,2.9673543,2.7581604,2.886834,1
41014,3.0564158,2.8274584,3.4202602,1
4801,4.628,4.3039374,3.0640247,1
99721,7.524883,5.259161,3.929545,2
102747,3.3646152,1.8472029,4.265734,1
255,4.952743,3.8354242,3.1775904,1
8587,4.106227,6.5419207,2.082676,0
1717,4.2434874,4.9505424,4.831353,0
4255,6.7411175,4.663281,2.510767,2
6986,2.4011467,5.1649523,2.7461922,0
3503,5.839278,4.387853,4.7568426,2
4961,5.8798184,4.57264,1.7509118,2
47,5.262761,5.931669,4.237771,2
44759,5.6048284,7.3026233,3.1329584,0
5303,6.961701,4.399646,2.9180596,2
4889,4.407932,4.4033847,2.4055536,1
189547,5.0765224,6.3934846,4.53626,0
2028,5.368169,3.250176,2.2521102,1
96726,4.047234,5.1938705,2.8079271,0
174727,4.9941106,5.596221,2.9892457,0
4687,5.235178,3.8040855,1.8842236,1
2515,6.177924,6.1527634,4.0373554,2
143001,3.291635,4.0812626,3.437217,1
2593,5.354673,6.499737,3.817569,2
7173,6.246957,3.5686355,2.1861129,2
37729,5.756792,5.719874,3.502482,2
2033,3.8472633,4.980015,2.7232823,0
882,2.6474953,5.9784994,2.531012,0
121469,4.5870833,5.999029,4.986726,0
57532,6.041192,3.472596,1.9967166,2
1194,3.3531878,6.8084874,3.0317998,0
32440,3.7478004,3.5183606,3.205979,1
3568,3.0148585,6.2276807,2.2256055,0
4305,7.4867234,5.5667706,2.9376755,2
3865,2.386015,3.4870942,3.855084,1
89039,6.695101,5.2913814,4.135889,2
27706,4.2024493,4.1392317,2.3936448,1
104076,5.0390673,3.0515022,3.3118932,1
3,6.919649,4.918697,2.7977104,2
3145,5.276243,3.674866,5.09126,1
2367,4.10411,2.0395212,4.2244363,1
105746,6.9325175,6.3610573,4.2381268,2
27776,3.0372357,2.8929148,3.0032225,1
626,4.309152,5.217707,3.264928,0
110102,7.5331407,5.1893153,3.7159336,2
111113,5.9786243,4.847652,3.0538497,2
71579,8.046285,5.639734,4.1543803,2
30825,4.6412883,4.0087757,1.2026467,1
4197,2.835638,3.909662,4.239633,1
129354,3.7869096,6.500077,4.2163987,0
951,3.0219715,5.0772905,4.5972457,0
4634,2.9923916,7.0732093,4.418944,0
3097,4.2427216,7.1698027,2.5872965,0
27416,3.833669,6.5965457,1.6879798,0
30745,3.4137707,5.40441,4.802235,0
3432,7.140863,5.5835223,2.9101617,2
76143,6.00075,3.9857695,4.805783,2
173751,6.716344,3.503388,2.9633265,2
109687,6.19063,5.573964,2.0858772,2
167064,5.4251757,5.2729073,4.0326834,2
127184,6.8797526,5.078746,2.6408823,2
27482,6.993664,4.355318,4.653175,2
127152,6.3645225,5.018183,4.1667113,2
1670,2.468845,5.0168476,4.0764513,0
2798,3.8065739,3.0232358,4.589838,1
49957,4.915268,3.5333793,5.1253624,1
48877,6.907721,3.3907583,3.6269557,2
33162,4.4635186,2.8610353,3.055247,1
135456,3.6162164,4.489572,1.4110602,1
7707,2.996694,6.0436625,2.5267138,0
127130,4.3347955,5.9659123,3.5491803,0
67695,4.4232635,1.990261,3.880146,1
7925,5.4006686,3.9514356,3.5657992,2
88345,3.5689893,6.281986,1.8077735,0
6550,6.6761026,6.0370417,4.287158,2
4757,4.0855665,4.333856,3.441078,1
155509,3.8957784,7.2509236,4.4339104,0
5346,5.4851804,4.438905,4.505201,2
25825,3.583439,6.4214716,3.7334776,0
121338,5.1369658,3.8783839,2.286429,1
80363,5.1486554,5.892145,3.6496282,0
8600,4.8259044,6.857693,2.8880591,0
2165,2.4907422,4.3239055,3.0920877,1
149352,5.916658,4.206458,2.9842017,2
34534,6.0283403,2.9220293,2.71836,1
33564,4.839064,3.1753123,4.3965197,1
121253,3.7553291,4.550927,2.5066984,1
1425,3.3234563,7.348563,4.5415998,0
92234,5.904183,4.877856,3.215249,2
152970,4.3472376,6.0215955,4.8668594,0
3276,5.2906632,3.2111864,3.415298,1
59784,7.748391,4.54105,3.576339,2
2387,3.275617,2.5254452,3.1842015,1
289,3.171563,6.5555477,2.681806,0
135436,5.02973,3.549881,5.166631,1
32596,6.921883,3.4938455,2.9118164,2
32875,4.6108785,5.0542545,1.8028793,0
225,6.313859,7.1811357,3.2946892,2
1080,3.047786,3.9661865,2.3207047,1
9018,3.3674622,2.4894178,4.03444,1
136598,4.7263875,6.281042,4.9716153,0
97742,7.0133133,4.727675,2.8740456,2
57243,5.6352673,4.587348,5.5061626,2
5999,5.024199,6.5583057,4.2723274,0
7477,5.9412766,4.196235,2.4711611,2
3598,7.5525074,5.5130334,4.543335,2
6442,5.020881,3.6418343,2.5246203,1
26606,5.5184374,3.4559138,3.262055,1
27523,5.1459756,3.7310452,2.2847412,1
7387,3.7121894,4.191966,4.6124268,1
49961,6.8192863,6.752395,3.8880599,2
3484,4.6152864,4.0209985,3.280375,1
69306,5.96278,3.4234703,4.8412724,2
276,6.1123934,6.2256684,4.1330576,2
5673,4.1592817,2.9728425,2.0262966,1
140627,5.835189,4.1765733,4.163225,2
3989,4.1589823,3.111642,1.6859944,1
9008,4.581222,4.3415484,3.2428656,1
45074,4.957645,3.7801416,2.2057512,1
1246,2.1283345,2.7727907,3.9815314,1
40962,5.35614,3.732352,1.862842,1
74530,4.071648,5.6895647,4.7135053,0
8045,4.638668,4.6835914,3.731665,1
51705,6.816192,6.1190104,4.266197,2
95067,6.1259866,6.0582457,4.609396,2
4863,3.7891457,2.3510435,4.0780706,1
187717,3.2012784,7.369137,4.588199,0
4564,3.5849023,6.4246173,1.7079331,0
91571,5.982115,5.359812,2.491585,2
3200,4.672247,4.9581013,3.693502,0
6669,3.1462204,4.836448,3.3140836,0
116169,2.947503,6.7320366,4.426783,0
5615,4.5248594,2.8994772,2.2641735,1
174,6.174985,4.41487,5.104577,2
163925,4.614883,4.3029046,1.8039337,1
3041,2.351865,2.0782351,4.052455,1
2990,3.9125206,5.429838,3.2933526,0
4959,3.2070174,4.8747582,2.7633536,0
2331,5.4227967,6.3990965,2.4195306,0
159858,7.161703,3.7345276,3.1689038,2
168248,6.9921308,5.010927,3.7605228,2
137,4.3182373,6.08077,3.5165465,0
118894,3.1513264,6.758878,3.1089206,0
8905,4.8794904,3.0314093,3.9188807,1
577,3.704176,5.6903057,3.670969,0
70293,5.5831037,3.4984047,3.1370716,1
940,5.125382,5.6990848,3.2144375,0
60516,4.1622534,5.312493,4.8053355,0
118270,2.6986723,4.6483684,2.786688,0
118700,6.952312,6.8037057,3.011831,2
4147,7.301973,5.8549714,4.0868587,2
159441,4.4270873,6.348496,3.2754784,0
160080,5.072894,4.3388014,4.216696,2
44225,5.0151196,2.867226,2.4468493,1
741,5.153438,4.005095,4.6321774,1
133195,5.9687314,4.8273783,4.772341,2
31150,2.754589,7.349864,4.162018,0
8364,4.964518,3.7810907,4.038188,1
2196,5.9799266,4.779715,3.1483161,2
103801,3.0580144,6.5111823,1.86354,0
54780,5.3759356,3.6262012,5.1073813,1
3623,4.97992,4.4567103,2.3840418,1
68319,5.8593116,6.8879333,3.073819,2
2287,2.442108,3.428076,4.0416455,1
124404,6.8619595,3.9556406,4.0258875,2
61236,2.4855106,5.032292,4.078712,0
78959,3.74494,3.867721,1.788657,1
3946,3.409491,3.8121698,2.1270962,1
34482,5.9882374,2.9471576,2.9643686,1
97,4.0300364,2.2116888,3.582001,1
3060,5.971789,3.396467,4.2722616,2
3584,2.2351344,2.5845957,3.7630546,1
92008,4.0915446,5.0043344,4.696607,0
76251,2.8022256,3.4001014,3.0029223,1
3469,2.250353,2.6005177,3.70194,1
91325,5.311142,3.7526765,5.201879,1
1341,2.3522568,2.3074338,4.068559,1
163,7.1162577,4.8882127,2.450719,2
52462,4.3012457,4.181284,1.8362556,1
31909,5.6527305,3.158145,3.7077608,1
3819,5.5118647,3.9016702,3.0992322,2
6503,5.787103,6.927251,3.2279966,2
1598,3.0286412,2.614184,4.0045753,1
7036,5.1219354,6.1425004,4.854151,2
157172,3.6550112,6.603628,3.7690284,0
46572,3.4252775,4.2471185,3.7229772,1
691,5.6327386,3.69028,4.989309,2
69720,4.7993507,3.8462396,2.930134,1
5523,3.4936535,4.2787356,4.2896004,1
158872,2.013428,5.520682,4.1757135,0
112552,6.4079227,6.285814,2.7160623,2
110281,2.7634928,6.4021845,4.0697446,0
56003,4.941083,3.660805,4.387857,1
111622,5.7433033,5.8964944,4.838103,2
122433,3.6616077,6.34041,4.179382,0
95201,6.4076633,4.155424,4.750824,2
3087,6.643881,4.0836954,4.651312,2
4803,3.3647997,1.802694,4.2859387,1
2905,5.195129,5.731866,3.5197506,2
229,2.2565331,6.655951,4.1113763,0
184471,4.1764717,7.1553297,2.6484587,0
8934,4.656812,6.199196,2.694482,0
7930,6.4670815,3.6634884,4.8727574,2
1050,3.6304739,1.8906838,4.2447653,1
37853,3.369028,4.912359,2.7670105,0
81788,5.5589957,3.4538004,4.8626175,1
2747,2.5408158,2.042547,3.8719747,1
26169,3.9935267,6.439389,4.2914596,0
114184,7.0111747,6.0876565,4.5909,2
830,5.4220853,6.4522,2.1326897,0
146730,5.1685457,6.351532,4.659038,2
8118,1.8907841,3.490891,3.671509,1
119218,6.9023066,4.012658,4.150003,2
147,7.413937,6.325904,4.1257973,2
3993,6.461841,4.169446,2.3918538,2
7951,3.8954303,2.608795,3.9714122,1
4127,3.2580326,7.343543,4.5951085,0
151557,4.2552176,3.1032376,2.4446387,1
4438,5.278431,4.0046754,4.4065695,2
2841,3.2403722,5.285371,1.6342788,0
37477,4.657198,4.8800073,3.044071,0
7581,2.8239512,3.4029024,4.5763946,1
32632,3.4859715,2.495818,3.0316546,1
161,6.6370587,5.0584626,5.102412,2
163985,5.0866017,5.045675,2.6727934,2
54908,7.5361357,5.127942,3.6986856,2
3425,4.477587,5.0234737,4.797444,0
70,5.6416936,4.5463014,4.243118,2
1855,7.9185534,6.138802,3.336739,2
26413,7.0488644,5.5071964,3.1168947,2
3284,5.4373775,3.2213612,2.8242617,1
897,3.5530071,2.0946946,4.004822,1
86332,2.9907436,4.8092813,2.9495826,0
968,3.031177,5.52684,4.5142765,0
109850,5.655957,3.4769506,2.8658698,1
4998,6.034276,4.0343695,1.8503056,2
89761,6.798655,4.187872,4.698703,2
4404,2.3408394,3.8470318,4.3816075,1
6966,3.0241666,3.760744,3.1528914,1
2491,6.1198115,6.648424,2.8983247,2
38304,2.575338,6.6201577,3.960316,0
3471,6.063126,5.8749967,4.0867968,2
2307,3.2576642,5.7147846,4.2732725,0
3906,6.453396,3.62845,4.761212,2
3802,3.4509447,4.7331643,3.1960518,0
5694,6.1078076,5.549365,2.018185,2
110553,3.0876582,3.619949,3.2472062,1
86628,4.6575685,3.450912,1.5526441,1
100044,4.45166,3.9706452,4.5811057,1
562,4.3079877,5.0803175,1.3910196,0
568,4.083356,6.1551995,2.7241812,0
908,4.432988,4.04371,4.631338,1
5356,2.892283,3.670469,4.23902,1
750,3.640142,2.030753,3.9882696,1
2535,4.441576,4.147558,3.479489,1
96411,5.6257763,2.8171318,2.7912574,1
32058,5.27566,4.8644714,2.962655,2
2652,2.1205535,2.8573287,4.0752296,1
98122,6.2787037,7.0561757,3.1535306,2
5240,3.1344948,3.9862702,4.626188,1
3138,4.5964937,5.076106,4.49902,0
8720,3.9296343,5.4714327,2.895247,0
6395,4.17664,5.471992,2.3557315,0
53883,2.5714955,7.3132076,4.00286,0
56251,2.8964026,6.357217,2.3807504,0
1858,3.4340706,3.6262867,3.0847998,1
27549,3.7490056,6.1544156,3.6762905,0
2058,3.1728137,3.3493083,4.367989,1
99149,5.6149397,4.8080115,5.367276,2
137857,5.06518,6.149725,4.5958767,0
60766,2.5821874,7.332222,4.153538,0
2088,2.9009244,2.6598952,3.9824655,1
55190,5.8620834,7.325346,3.2719872,2
166643,3.9945085,5.7311287,4.591829,0
1810,3.611586,5.918799,4.814104,0
5479,6.0231576,5.0608015,2.01514,2
4027,6.3663893,4.5867786,1.1764989,2
7846,5.9425454,4.270468,4.1073675,2
117533,8.133559,5.8579454,3.348921,2
2987,2.8200765,6.7661324,2.9278507,0
44840,4.4898243,4.683647,2.571754,0
7844,7.45756,5.918347,4.375418,2
3104,7.1772437,3.6946585,4.643821,2
141688,3.9661126,5.0525846,3.0333853,0
3725,3.0658882,2.3687496,4.2039485,1
8157,3.5332236,4.292657,4.1741753,1
71282,6.0619183,3.28688,4.6940565,2
168418,6.3115373,4.2055078,5.309474,2
178,4.9770985,3.5226843,5.1269374,1
3746,4.8858137,5.311773,1.926708,0
26693,5.781264,7.3229947,3.1985724,2
2772,6.5687943,5.1692753,2.9331908,2
5225,4.832316,5.1027856,3.7510266,0
